Flinn_product_category,Flinn_product_sub_category,Flinn_product_id,Flinn_product_name,Flinn_product_quantity,Flinn_product_price,Flinn_product_url,Flinn_image_url
STEM Education,Alternative Energy & STEM,AP10254,"Solar-Powered Cars: Flinn STEM Design Challenge™, Small-Size Lab Kit, Refill",1,$118.79,https://www.flinnsci.com/solar-powered-cars-flinn-stem-design-challenge-small-size-lab-kit-refill/ap10254/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8049_a.jpg?format=webp&height=880&upscale=false
STEM Education,Alternative Energy & STEM,AP10176,"Solar-Powered Cars: Flinn STEM Design Challenge™, Small-Size Lab Kit",1,$126.64,https://www.flinnsci.com/solar-powered-cars-flinn-stem-design-challenge-small-size-lab-kit/ap10176/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8049_a.jpg?format=webp&height=880&upscale=false
STEM Education,Alternative Energy & STEM,AP10020,WhiteBox Learning® Solar Bundle for 100 Students,1,$2418.75,https://www.flinnsci.com/whitebox-learning-solar-bundle-for-100-students/ap10020/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap10018etc_a.jpg?format=webp&height=880&upscale=false
STEM Education,Alternative Energy & STEM,AP10019,WhiteBox Learning® Solar Bundle for 50 Students,1,$1343.75,https://www.flinnsci.com/whitebox-learning-solar-bundle-for-50-students/ap10019/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap10018etc_a.jpg?format=webp&height=880&upscale=false
STEM Education,Alternative Energy & STEM,AP10018,WhiteBox Learning® Solar Bundle for 25 Students,1,$722.80,https://www.flinnsci.com/whitebox-learning-solar-bundle-for-25-students/ap10018/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap10018etc_a.jpg?format=webp&height=880&upscale=false
STEM Education,Alternative Energy & STEM,WL1013,"WhiteBox Learning® Applied STEM System, Unlimited Student Access per Teacher for 5 Years",1,$16495.00,https://www.flinnsci.com/whitebox-learning-5-year-unlimited-access/wl1013/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/wl1010.jpg?format=webp&height=880&upscale=false
STEM Education,Alternative Energy & STEM,WL1012,"WhiteBox Learning® Applied STEM System, Unlimited Student Access per Teacher for 3 Years",1,$10115.00,https://www.flinnsci.com/whitebox-learning-3-year-unlimited-access/wl1012/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/wl1010.jpg?format=webp&height=880&upscale=false
STEM Education,Alternative Energy & STEM,WL1011,"WhiteBox Learning® Applied STEM System, Unlimited Student Access per Teacher for 2 Years",1,$7145.00,https://www.flinnsci.com/whitebox-learning-2-year-unlimited-access/wl1011/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/wl1010.jpg?format=webp&height=880&upscale=false
STEM Education,Alternative Energy & STEM,WL1010,"WhiteBox Learning® Applied STEM System, Unlimited Student Access per Teacher for 1 Year",1,$3925.00,https://www.flinnsci.com/whitebox-learning-1-year-unlimited-access/wl1010/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/wl1010.jpg?format=webp&height=880&upscale=false
STEM Education,Alternative Energy & STEM,AP7512,Wind Energy—Student Laboratory Kit,1,$51.28,https://www.flinnsci.com/wind-energy---student-laboratory-kit/ap7512/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7512_a.jpg?format=webp&height=880&upscale=false
STEM Education,Alternative Energy & STEM,AP6916,Build a Solar Cell—Student Laboratory Kit,1,$71.72,https://www.flinnsci.com/build-a-solar-cell---photovoltaic-effect-and-photosynthesis---student-activity-kit/ap6916/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6916_a.jpg?format=webp&height=880&upscale=false
STEM Education,Biology STEM Education,AP10259,"Broken Bones—Flinn STEM Design Challenge™, Small-Size Lab Kit, Refill",1,$67.76,https://www.flinnsci.com/broken-bones-flinn-stem-design-challenge-small-size-lab-kit-refill/ap10259/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/fb2131_a.jpg?format=webp&height=880&upscale=false
STEM Education,Biology STEM Education,AP10181,"Broken Bones—Flinn STEM Design Challenge™, Small-Size Lab Kit",1,$67.76,https://www.flinnsci.com/broken-bones-flinn-stem-design-challenge-small-size-lab-kit/ap10181/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/fb2131_a.jpg?format=webp&height=880&upscale=false
STEM Education,Biology STEM Education,AP10103,"Broken Bones—Flinn STEM Design Challenge™, Full-Size Lab Kit, Refill",1,$99.00,https://www.flinnsci.com/broken-bones-flinn-stem-design-challenge-full-size-lab-kit-refill/ap10103/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/fb2131_a.jpg?format=webp&height=880&upscale=false
STEM Education,Biology STEM Education,AP9964,"Safer Makerspaces, Fab Labs, and STEM Labs: A Collaborative Guide",1,$78.19,https://www.flinnsci.com/safer-makerspaces-fab-labs-and-stem-labs-a-collaborative-guide/ap9964/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9964.jpg?format=webp&height=880&upscale=false
STEM Education,Biology STEM Education,FB2302,WhiteBox Learning® Prosthetics Digital Content and Materials Bundle for 100 Students,1,$2521.55,https://www.flinnsci.com/whitebox-learning-prosthetics-2.0-bundle-for-100-students/fb2302/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/wl1006_prosthetics_collage.jpg?format=webp&height=880&upscale=false
STEM Education,Biology STEM Education,FB2301,WhiteBox Learning® Prosthetics Digital Content and Materials Bundle for 50 Students,1,$1400.86,https://www.flinnsci.com/whitebox-learning-prosthetics-2.0-bundle-for-50-students/fb2301/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/wl1006_prosthetics_collage.jpg?format=webp&height=880&upscale=false
STEM Education,Biology STEM Education,FB2303,WhiteBox Learning® Prosthetics Digital Content and Materials Bundle for 25 Students,1,$778.88,https://www.flinnsci.com/whitebox-learning-prosthetics-2.0-bundle-for-25-students/fb2303/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/wl1006_prosthetics_collage.jpg?format=webp&height=880&upscale=false
STEM Education,Chemistry STEM Education,AP5937,Gluep Production—Guided-Inquiry Kit,1,$53.91,https://www.flinnsci.com/gluep-production---guided-inquiry-kit/ap5937/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap5937_2.jpg?format=webp&height=880&upscale=false
STEM Education,Chemistry STEM Education,AP7924,Make Your Own Soap—Guided-Inquiry Kit,1,$39.62,https://www.flinnsci.com/make-your-own-soap---guided-inquiry-kit/ap7924/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7924_a.jpg?format=webp&height=880&upscale=false
STEM Education,Chemistry STEM Education,AP7394,Food Dye Chromatography—Student Laboratory Kit,1,$55.92,https://www.flinnsci.com/food-dye-chromatography---student-laboratory-kit/ap7394/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7394_e2.jpg?format=webp&height=880&upscale=false
STEM Education,Chemistry STEM Education,FB1025,Enviro-Bond™ 403—An Oil Spill Cleanup Demonstration Kit,1,$48.86,https://www.flinnsci.com/enviro-bond-403---an-oil-spill-cleanup-demonstration-kit/fb1025/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/fb1025_a.jpg?format=webp&height=880&upscale=false
STEM Education,Environmental Science STEM Education,AP8329,Oil Spill Containment—Flinn STEM Design Challenge™,1,$57.00,https://www.flinnsci.com/oil-spill-containment---flinn-stem-design-challenge/ap8329/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8329_e2.jpg?format=webp&height=880&upscale=false
STEM Education,Environmental Science STEM Education,FB1486,Paper-Making—Student Laboratory Kit,1,$125.10,https://www.flinnsci.com/paper-making---student-laboratory-kit/fb1486/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/fb1486_e2.jpg?format=webp&height=880&upscale=false
STEM Education,Physical Science STEM Education,AP10274,"Marble Down: Flinn STEM Design Challenge™, Small-Size Lab Kit, Refill",1,$54.86,https://www.flinnsci.com/marble-down-flinn-stem-design-challenge-small-size-lab-kit-refill/ap10274/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8315.jpg?format=webp&height=880&upscale=false
STEM Education,Physical Science STEM Education,AP10196,"Marble Down: Flinn STEM Design Challenge™, Small-Size Lab Kit",1,$63.49,https://www.flinnsci.com/marble-down-flinn-stem-design-challenge-small-size-lab-kit/ap10196/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8315.jpg?format=webp&height=880&upscale=false
STEM Education,Physical Science STEM Education,AP10118,"Marble Down: Flinn STEM Design Challenge™, Full-Size Lab Kit, Refill",1,$77.83,https://www.flinnsci.com/marble-down-flinn-stem-design-challenge-full-size-lab-kit-refill/ap10118/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap8315.jpg?format=webp&height=880&upscale=false
STEM Education,Physical Science STEM Education,AP9874,Robotic Smart Car,1,$119.89,https://www.flinnsci.com/robotic-smart-car/ap9874/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9874.jpg?format=webp&height=880&upscale=false
STEM Education,Physical Science STEM Education,AP9873,37-in-1 Sensor Module Kit,1,$51.08,https://www.flinnsci.com/37-in-1-sensor-module-kit/ap9873/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9873.jpg?format=webp&height=880&upscale=false
STEM Education,Physical Science STEM Education,AP9872,"Solderless Breadboards, 830 Point PCB, Package of 3",1,$15.07,https://www.flinnsci.com/solderless-breadboards-830-point-pcb-package-of-3/ap9872/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9872.jpg?format=webp&height=880&upscale=false
STEM Education,Physical Science STEM Education,AP9871,"Arduino Nano V3.0 Boards, Package of 3",1,$46.00,https://www.flinnsci.com/arduino-nano-v3.0-boards-package-of-3/ap9871/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9871.jpg?format=webp&height=880&upscale=false
STEM Education,Physical Science STEM Education,AP9877,Arduino Mega Complete Starter Kit,1,$93.83,https://www.flinnsci.com/adruino-mega-complete-starter-kit/ap9877/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9877.jpg?format=webp&height=880&upscale=false
STEM Education,Physical Science STEM Education,AP9876,Arduino Complete Starter Kit,1,$92.00,https://www.flinnsci.com/adruino-complete-starter-kit/ap9876/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9876.jpg?format=webp&height=880&upscale=false
STEM Education,Physical Science STEM Education,AP9875,Arduino Super Starter Kit,1,$54.21,https://www.flinnsci.com/arduino-super-starter-kit/ap9875/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap9875.jpg?format=webp&height=880&upscale=false
STEM Education,Physical Science STEM Education,AP9799,"WhiteBox Learning® Structures Digital Content and Materials Bundle for 100 Students, High School",1,$2418.75,https://www.flinnsci.com/whitebox-learning-structures-2.0-bundle-for-100-students-high-school/ap9799/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/wl1001_structures_collage.jpg?format=webp&height=880&upscale=false
STEM Education,Physical Science STEM Education,AP9798,"WhiteBox Learning® Structures Digital Content and Materials Bundle for 50 Students, High School",1,$1343.75,https://www.flinnsci.com/whitebox-learning-structures-2.0-bundle-for-50-students-high-school/ap9798/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/wl1001_structures_collage.jpg?format=webp&height=880&upscale=false
STEM Education,Physical Science STEM Education,AP9815,"WhiteBox Learning® Structures Digital Content and Materials Bundle for 25 Students, High School",1,$778.88,https://www.flinnsci.com/whitebox-learning-structures-2.0-bundle-for-25-students-high-school/ap9815/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/wl1001_structures_collage.jpg?format=webp&height=880&upscale=false
STEM Education,Physical Science STEM Education,AP9797,"WhiteBox Learning® Structures Digital Content & Materials Bundle for 100 Students, Middle School",1,$2418.75,https://www.flinnsci.com/whitebox-learning-structures-2.0-bundle-for-100-students-middle-school/ap9797/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/wl1001_structures_collage.jpg?format=webp&height=880&upscale=false
STEM Education,Physical Science STEM Education,AP9793,"WhiteBox Learning® Structures Digital Content & Materials Bundle for 50 Students, Middle School",1,$1400.86,https://www.flinnsci.com/whitebox-learning-structures-2.0-bundle-for-50-students-middle-school/ap9793/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/wl1001_structures_collage.jpg?format=webp&height=880&upscale=false
STEM Education,Physical Science STEM Education,AP9814,"WhiteBox Learning® Structures Digital Content and Material Bundle for 25 Students, Middle School",1,$778.88,https://www.flinnsci.com/whitebox-learning-structures-2.0-bundle-for-25-students-middle-school/ap9814/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/wl1001_structures_collage.jpg?format=webp&height=880&upscale=false
STEM Education,Physical Science STEM Education,AP9796,WhiteBox Learning® Mousetrap Car Digital Content and Materials Bundle for 100 Students,1,$2521.55,https://www.flinnsci.com/whitebox-learning-mousetrap-car-2.0-bundle-for-100-students/ap9796/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/wl1005_mousetrapcar_collage.jpg?format=webp&height=880&upscale=false
STEM Education,Physical Science STEM Education,AP9792,WhiteBox Learning® Mousetrap Car Digital Content and Materials Bundle for 50 Students,1,$1400.86,https://www.flinnsci.com/whitebox-learning-mousetrap-car-2.0-bundle-for-50-students/ap9792/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/wl1005_mousetrapcar_collage.jpg?format=webp&height=880&upscale=false
STEM Education,Physical Science STEM Education,AP9813,WhiteBox Learning® Mousetrap Car Digital Content and Materials Bundle for 25 Students,1,$778.88,https://www.flinnsci.com/whitebox-learning-mousetrap-car-2.0-bundle-for-25-students/ap9813/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/wl1005_mousetrapcar_collage.jpg?format=webp&height=880&upscale=false
STEM Education,Physical Science STEM Education,AP9795,WhiteBox Learning® Flight & Space Science Digital Content and Materials Bundle for 100 Students,1,$2345.62,https://www.flinnsci.com/whitebox-learning-flight-and-space-science-2.0-bundle-for-100-students/ap9795/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/wl1003_gliders_collage.jpg?format=webp&height=880&upscale=false
STEM Education,Physical Science STEM Education,AP9791,WhiteBox Learning® Flight & Space Science Digital Content and Materials Bundle for 50 Students,1,$1303.12,https://www.flinnsci.com/whitebox-learning-flight-and-space-science-2.0-bundle-for-50-students/ap9791/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/wl1003_gliders_collage.jpg?format=webp&height=880&upscale=false
STEM Education,Physical Science STEM Education,AP9812,WhiteBox Learning® Flight & Space Science Digital Content and Materials Bundle for 25 Students,1,$724.54,https://www.flinnsci.com/whitebox-learning-flight-and-space-science-2.0-bundle-for-25-students/ap9812/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/wl1003_gliders_collage.jpg?format=webp&height=880&upscale=false
STEM Education,Physical Science STEM Education,AP7926,Cartesian Diver Design Challenge—Guided-Inquiry Kit,1,$84.61,https://www.flinnsci.com/cartesian-diver-design-challenge---guided-inquiry-kit/ap7926/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7926_e2.jpg?format=webp&height=880&upscale=false
STEM Education,Physical Science STEM Education,AP6927,Balloon Rockets—Guided-Inquiry Kit,1,$46.84,https://www.flinnsci.com/balloon-rockets---guided-inquiry-kit/ap6927/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap6927_e2.jpg?format=webp&height=880&upscale=false
STEM Education,Physical Science STEM Education,AP7922,Balloon Cars Challenge—Guided-Inquiry Kit,1,$62.60,https://www.flinnsci.com/balloon-cars-challenge---guided-inquiry-kit/ap7922/,https://www.flinnsci.com/globalassets/flinn-scientific/all-product-images-rgb-jpegs/ap7922_a.jpg?format=webp&height=880&upscale=false
